ISIN,SECURITY NAME,BSE CODE,BSE SERIES,NSE SYMBOL,NSE SERIES,GROUP I BSE,GROUP I NSE,VAR MARGIN %
INE539B01017,Virinchi Technologies Ltd,532372,X,-,-,Y,N,100
INE270I01014,Vishnu Chemicals Limited,516072,B,VISHNU,EQ,Y,Y,100
INE799N01012,Waa Solar Limited,541445,M,-,-,Y,N,100
INE054C01015,WATERBASE LTD,523660,X,-,-,Y,N,100
INE855C01015,Webel-Sl Energy Systems Ltd,517498,B,WEBELSOLAR,EQ,Y,Y,100
INE274F01020,Westlife Development Ltd,505533,B,-,-,Y,N,100
INE052A01021,Windsor Machines Limited,522029,B,WINDMACHIN,EQ,Y,Y,100
INE765D01014,WPIL Ltd,505872,X,-,-,Y,N,100
INE551D01018,YASH PAPERS LIMITED,516030,X,-,-,Y,N,100
INE384C01016,Yuken India Ltd,522108,X,-,-,Y,N,100
INE251B01027,Zen Technologies Ltd,533339,B,ZENTEC,EQ,Y,Y,100
INE518E01015,Zim Laboratories Limited,541400,X,-,-,Y,N,100
,,,,,,,,
